// JOGOS
// Version 1.05
// File Date:2025/07/15 19:05:11
// (C) 2019-2023 JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
Model=JOGOS
Type=INFINITY

[Head]
SondeName=AEM-USB
SondeNo=1919
SensorType=T0R0R1X0Y0B0
SensorType2=030101020202
Channel=6
Comment=Kelompok 13 dan 14
MeasMode=1

PreHeat=3000
Interval=1000
BurstCnt=10
BurstTime=1
WiperInterval=0
DelayTime=0
BuzzerEN=1
BuzzerInterval=1
BuzzerNumber=3
SampleCnt=6950

StartTime=2025/07/15 07:30:00
EndTime=2025/07/15 19:04:09

DepAdjRho=0.0000

ECA=0
ECB=0
ECDeg=0
ECCoef=0.000

CHLA=0
CHLB=0

AlphaData=0.1
BetaData=-3.11

PC_SWA=0
PC_SWB=0
PC_SWC=0
PC_SWD=0

DepthZero=0
StartDepthA=0
StartDepthB=0

FilmNo=

CondDepB=0
DepM=0

FormulaDOM=0
ExplanationDOM=Weiss (1970)

CoefDate=2021/11/11

Ch1=-1.359212e+01,+1.340604e-03,-1.266932e-08,+1.499809e-13,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=-1.247062e+00,-1.303731e-05,+2.376205e-09,-2.434040e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch3=-1.135576e+00,-2.468658e-05,+2.747151e-09,-2.820625e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch4=-6.008107e+02,+1.832601e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=-6.050220e+02,+1.845396e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch6=0.000000000e00,1.152000000e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Measurement Date/Time,Vel. [cm/sec],Dir. [°],Vel.-NS [cm/sec],Vel.-EW [cm/sec],Temp. [℃],Comp A,Comp B,Compass [°],Vel.-X [cm/sec],Vel.-Y [cm/sec],Batt. [V]
2025/07/15 12:42:08,64.868,77.107,14.474,63.233,28.115,0.1,-1.0,168.893,-64.81,-2.02,2.93,
2025/07/15 12:42:09,23.631,39.974,18.109,15.181,28.114,0.1,-1.0,168.974,-16.76,-13.57,2.93,
2025/07/15 12:43:00,36.339,230.552,-23.089,-28.061,28.133,0.9,-0.4,112.611,30.04,-15.93,2.93,
2025/07/15 12:43:01,37.013,168.813,-36.310,7.181,28.134,0.9,-0.4,112.557,28.36,18.94,2.93,
2025/07/15 12:43:02,89.548,292.514,34.289,-82.723,28.135,0.9,-0.4,112.531,0.03,-89.55,2.93,
2025/07/15 12:43:03,175.722,306.283,103.989,-141.649,28.135,0.9,-0.4,112.507,-40.97,-167.09,2.93,
2025/07/15 12:43:04,75.495,330.692,65.831,-36.955,28.135,0.9,-0.4,112.493,-42.66,-54.21,2.93,
2025/07/15 12:43:05,260.674,317.506,192.206,-176.090,28.134,0.9,-0.4,112.483,-104.14,-223.10,2.93,
2025/07/15 12:43:06,201.228,341.933,191.307,-62.406,28.134,0.9,-0.4,112.482,-139.31,-119.18,2.93,
2025/07/15 12:43:07,176.426,288.985,57.395,-166.829,28.134,0.9,-0.4,112.476,10.73,-175.84,2.93,
2025/07/15 12:43:08,81.008,340.619,76.417,-26.883,28.136,0.9,-0.4,112.470,-54.92,-49.19,2.93,
2025/07/15 12:43:09,4.038,142.793,-3.216,2.442,28.137,0.9,-0.4,112.461,1.90,3.24,2.93,
2025/07/15 12:44:00,71.155,156.515,-65.261,28.355,28.143,0.9,-0.4,112.603,44.87,46.61,2.93,
2025/07/15 12:44:01,79.438,102.928,-17.773,77.424,28.144,0.9,-0.4,112.548,-13.13,77.48,2.93,
2025/07/15 12:44:02,37.446,175.749,-37.343,2.776,28.146,0.9,-0.4,112.523,31.40,15.84,2.93,
2025/07/15 12:44:03,106.169,101.607,-21.360,103.998,28.146,0.9,-0.4,112.507,-19.80,102.83,2.93,
2025/07/15 12:44:04,116.505,150.640,-101.540,57.123,28.145,0.9,-0.4,112.489,65.76,83.72,2.93,
2025/07/15 12:44:05,126.446,7.584,125.340,16.689,28.144,0.9,-0.4,112.494,-119.24,-31.75,2.93,
2025/07/15 12:44:06,76.871,18.737,72.797,24.693,28.143,0.9,-0.4,112.480,-76.58,-5.01,2.93,
2025/07/15 12:44:07,148.885,315.942,106.994,-103.534,28.143,0.9,-0.4,112.472,-56.29,-129.65,2.93,
2025/07/15 12:44:08,96.247,193.237,-93.690,-22.039,28.143,0.9,-0.4,112.470,94.06,15.29,2.93,
2025/07/15 12:44:09,186.445,286.102,51.710,-179.131,28.142,0.9,-0.4,112.467,20.57,-184.40,2.93,
2025/07/15 12:45:00,32.484,19.395,30.641,10.788,28.161,0.9,-0.4,112.607,-32.39,-1.82,2.93,
2025/07/15 12:45:01,72.551,95.445,-6.885,72.224,28.162,0.9,-0.4,112.548,-20.68,67.22,2.93,
2025/07/15 12:45:02,256.277,329.199,220.130,-131.228,28.161,0.9,-0.4,112.522,-140.20,-188.26,2.93,
2025/07/15 12:45:03,8.386,205.596,-7.563,-3.623,28.161,0.9,-0.4,112.504,8.36,-0.45,2.93,
2025/07/15 12:45:04,62.883,351.135,62.132,-9.691,28.163,0.9,-0.4,112.494,-49.77,-30.33,2.93,
2025/07/15 12:45:05,84.729,290.147,29.183,-79.544,28.167,0.9,-0.4,112.484,3.45,-84.60,2.93,
2025/07/15 12:45:06,27.034,213.556,-22.529,-14.943,28.169,0.9,-0.4,112.480,26.16,-5.12,2.93,
2025/07/15 12:45:07,85.748,275.110,7.637,-85.407,28.170,0.9,-0.4,112.472,24.78,-79.27,2.93,
2025/07/15 12:45:08,40.341,229.397,-26.255,-30.628,28.171,0.9,-0.4,112.466,33.76,-17.15,2.93,
2025/07/15 12:45:09,89.934,297.527,41.564,-79.753,28.171,0.9,-0.4,112.466,-7.91,-89.31,2.93,
2025/07/15 12:46:00,167.996,278.319,24.307,-166.229,28.190,0.9,-0.4,112.625,40.58,-159.14,2.93,
2025/07/15 12:46:01,57.427,318.858,43.247,-37.783,28.193,0.9,-0.4,112.567,-23.93,-48.43,2.93,
2025/07/15 12:46:02,170.236,331.466,149.558,-81.318,28.194,0.9,-0.4,112.530,-97.65,-120.86,2.93,
2025/07/15 12:46:03,126.922,7.653,125.791,16.902,28.196,0.9,-0.4,112.512,-119.73,-31.77,2.93,
2025/07/15 12:46:04,64.586,111.328,-23.491,60.163,28.196,0.9,-0.4,112.509,-1.33,64.56,2.93,
2025/07/15 12:46:05,25.816,104.956,-6.663,24.941,28.197,0.9,-0.4,112.496,-3.36,25.42,2.93,
2025/07/15 12:46:06,17.028,198.161,-16.180,-5.307,28.196,0.9,-0.4,112.492,16.94,1.28,2.93,
2025/07/15 12:46:07,89.814,323.337,72.046,-53.628,28.195,0.9,-0.4,112.483,-42.75,-71.55,2.93,
2025/07/15 12:46:08,28.590,232.624,-17.355,-22.719,28.196,0.9,-0.4,112.477,22.99,-13.35,2.93,
2025/07/15 12:46:09,73.603,295.492,31.677,-66.437,28.197,0.9,-0.4,112.469,-3.88,-73.42,2.93,
2025/07/15 12:47:00,98.630,208.602,-86.594,-47.216,28.210,0.9,-0.4,112.600,97.67,-10.27,2.93,
2025/07/15 12:47:01,38.137,159.988,-35.834,13.051,28.212,0.9,-0.4,112.547,25.55,23.46,2.93,
2025/07/15 12:47:02,92.189,336.223,84.364,-37.169,28.212,0.9,-0.4,112.532,-57.90,-60.61,2.93,
2025/07/15 12:47:03,45.204,303.346,24.848,-37.762,28.212,0.9,-0.4,112.507,-8.39,-43.80,2.93,
2025/07/15 12:47:04,137.344,298.714,65.986,-120.455,28.213,0.9,-0.4,112.492,-14.82,-135.90,2.93,
2025/07/15 12:47:05,95.685,85.586,7.364,95.401,28.212,0.9,-0.4,112.482,-40.64,80.12,2.93,
2025/07/15 12:47:06,103.220,345.384,99.880,-26.047,28.213,0.9,-0.4,112.551,-75.28,-57.07,2.93,
2025/07/15 12:47:07,11.661,294.166,4.774,-10.639,28.213,0.9,-0.4,112.582,-0.32,-11.65,2.93,
2025/07/15 12:47:08,58.364,274.085,4.158,-58.215,28.213,0.9,-0.4,112.506,17.80,-53.45,2.93,
2025/07/15 12:47:09,159.076,328.688,135.907,-82.670,28.212,0.9,-0.4,112.421,-86.25,-117.56,2.93,
2025/07/15 12:48:00,39.977,39.740,30.740,25.557,28.224,0.9,-0.4,112.609,-37.03,11.41,2.93,
2025/07/15 12:48:01,8.329,296.429,3.707,-7.458,28.225,0.9,-0.4,112.562,-0.56,-8.29,2.93,
2025/07/15 12:48:02,72.631,297.946,34.038,-64.162,28.226,0.9,-0.4,112.532,-6.83,-72.05,2.93,
2025/07/15 12:48:03,155.140,309.510,98.702,-119.693,28.227,0.9,-0.4,112.521,-43.96,-143.88,2.93,
2025/07/15 12:48:04,5.610,26.760,5.009,2.526,28.225,0.9,-0.4,112.503,-5.58,0.42,2.93,
2025/07/15 12:48:05,168.730,319.851,128.971,-108.794,28.225,0.9,-0.4,112.494,-72.69,-140.50,2.93,
2025/07/15 12:48:06,146.499,273.163,8.084,-146.276,28.226,0.9,-0.4,112.482,46.65,-133.06,2.93,
2025/07/15 12:48:07,79.815,217.411,-63.397,-48.489,28.226,0.9,-0.4,112.479,75.25,-20.07,2.93,
2025/07/15 12:48:08,60.554,352.354,60.015,-8.057,28.224,0.9,-0.4,112.480,-48.70,-28.26,2.93,
2025/07/15 12:48:09,141.655,344.985,136.818,-36.699,28.223,0.9,-0.4,112.467,-102.82,-78.84,2.93,
2025/07/15 12:49:00,48.024,173.434,-47.709,5.492,28.248,0.9,-0.4,112.538,39.13,21.79,2.93,
2025/07/15 12:49:01,21.286,197.111,-20.343,-6.263,28.247,0.9,-0.4,112.478,21.12,1.98,2.93,
2025/07/15 12:49:02,165.766,24.232,151.161,68.037,28.245,0.9,-0.4,112.455,-165.62,5.14,2.93,
2025/07/15 12:49:03,50.154,344.552,48.342,-13.359,28.246,0.9,-0.4,112.434,-36.19,-28.15,2.93,
2025/07/15 12:49:04,13.044,267.183,-0.641,-13.028,28.247,0.9,-0.4,112.417,5.25,-11.14,2.93,
2025/07/15 12:49:05,20.442,295.688,8.861,-18.422,28.246,0.9,-0.4,112.416,-1.17,-20.38,2.93,
2025/07/15 12:49:06,213.609,311.073,140.346,-161.033,28.247,0.9,-0.4,112.440,-65.84,-195.25,2.93,
2025/07/15 12:49:07,101.101,352.026,100.124,-14.025,28.247,0.9,-0.4,112.476,-80.98,-47.60,2.93,
2025/07/15 12:49:08,31.463,355.988,31.386,-2.201,28.249,0.9,-0.4,112.591,-26.44,-13.24,2.93,
2025/07/15 12:49:09,137.285,341.299,130.037,-44.017,28.250,0.9,-0.4,112.495,-94.06,-82.33,2.93,
2025/07/15 12:50:00,157.560,315.370,112.130,-110.690,28.243,0.9,-0.4,112.581,-58.07,-138.21,2.93,
2025/07/15 12:50:01,83.423,278.489,12.314,-82.509,28.246,0.9,-0.4,112.529,19.80,-79.18,2.93,
2025/07/15 12:50:02,114.714,157.889,-106.278,43.178,28.246,0.9,-0.4,112.511,74.23,73.25,2.93,
2025/07/15 12:50:03,60.911,186.561,-60.512,-6.960,28.243,0.9,-0.4,112.494,56.98,16.27,2.93,
2025/07/15 12:50:04,61.982,289.680,20.873,-58.361,28.240,0.9,-0.4,112.486,3.03,-61.85,2.93,
2025/07/15 12:50:05,60.969,203.215,-56.032,-24.033,28.239,0.9,-0.4,112.478,60.96,-0.78,2.93,
2025/07/15 12:50:06,9.821,312.415,6.624,-7.250,28.240,0.9,-0.4,112.468,-3.22,-8.87,2.93,
2025/07/15 12:50:07,96.529,112.908,-37.573,88.916,28.242,0.9,-0.4,112.468,0.74,96.52,2.93,
2025/07/15 12:50:08,119.562,329.067,102.557,-61.459,28.246,0.9,-0.4,112.464,-65.31,-87.92,2.93,
2025/07/15 12:50:09,112.578,3.834,112.326,7.528,28.246,0.9,-0.4,112.459,-102.91,-34.68,2.93,
2025/07/15 12:51:00,93.247,357.312,93.144,-4.373,28.262,0.9,-0.4,112.580,-79.58,-37.56,2.93,
2025/07/15 12:51:01,56.839,319.509,43.226,-36.907,28.265,0.9,-0.4,112.533,-24.20,-47.55,2.93,
2025/07/15 12:51:02,151.185,337.049,139.218,-58.953,28.264,0.9,-0.4,112.563,-96.31,-98.05,2.93,
2025/07/15 12:51:03,204.705,301.912,108.211,-173.766,28.264,0.9,-0.4,112.534,-33.02,-199.90,2.93,
2025/07/15 12:51:04,103.009,266.589,-6.129,-102.826,28.264,0.9,-0.4,112.502,42.40,-87.26,2.93,
2025/07/15 12:51:05,115.002,321.898,90.497,-70.963,28.266,0.9,-0.4,112.535,-52.55,-93.40,2.93,
2025/07/15 12:51:06,200.385,355.439,199.751,-15.936,28.268,0.9,-0.4,112.526,-167.40,-85.62,2.93,
2025/07/15 12:51:07,50.491,274.215,3.711,-50.354,28.269,0.9,-0.4,112.515,15.31,-46.29,2.93,
2025/07/15 12:51:08,114.307,329.890,98.883,-57.344,28.270,0.9,-0.4,112.519,-63.47,-83.11,2.93,
2025/07/15 12:51:09,143.241,258.314,-29.013,-140.272,28.271,0.9,-0.4,112.521,74.12,-109.03,2.93,
2025/07/15 12:52:00,43.795,189.043,-43.250,-6.883,28.276,0.9,-0.4,112.693,41.68,10.12,2.93,
2025/07/15 12:52:01,180.128,145.668,-148.746,101.590,28.275,0.9,-0.4,112.647,90.59,139.39,2.93,
2025/07/15 12:52:02,89.643,167.459,-87.504,19.465,28.276,0.9,-0.4,112.619,67.32,47.42,2.93,
2025/07/15 12:52:03,168.445,280.868,31.759,-165.424,28.279,0.9,-0.4,112.604,33.73,-162.35,2.93,
2025/07/15 12:52:04,58.080,261.728,-8.356,-57.476,28.281,0.9,-0.4,112.582,27.64,-46.27,2.93,
2025/07/15 12:52:05,47.988,84.766,4.378,47.788,28.281,0.9,-0.4,112.571,-20.96,39.74,2.93,
2025/07/15 12:52:06,12.056,12.636,11.764,2.637,28.282,0.9,-0.4,112.576,-11.74,-2.06,2.93,
2025/07/15 12:52:07,69.862,144.468,-56.853,40.601,28.280,0.9,-0.4,112.568,34.17,54.89,2.93,
2025/07/15 12:52:08,95.425,180.018,-95.425,-0.029,28.279,0.9,-0.4,112.584,83.90,34.87,2.93,
2025/07/15 12:52:09,96.880,181.855,-96.829,-3.136,28.280,0.9,-0.4,112.589,86.80,32.86,2.93,
2025/07/15 12:53:00,95.402,62.922,43.427,84.945,28.291,0.9,-0.4,112.717,-66.41,56.13,2.93,
2025/07/15 12:53:01,115.040,7.858,113.959,15.728,28.293,0.9,-0.4,112.658,-108.57,-28.69,2.93,
2025/07/15 12:53:02,53.477,359.366,53.474,-0.592,28.294,0.9,-0.4,112.634,-46.67,-20.07,2.93,
2025/07/15 12:53:03,81.786,347.221,79.760,-18.091,28.296,0.9,-0.4,112.628,-61.20,-43.50,2.93,
2025/07/15 12:53:04,115.169,336.873,105.914,-45.236,28.294,0.9,-0.4,112.612,-73.08,-74.99,2.93,
2025/07/15 12:53:05,54.399,329.489,46.866,-27.619,28.294,0.9,-0.4,112.595,-29.90,-39.83,2.93,
2025/07/15 12:53:06,86.489,310.266,55.901,-65.995,28.294,0.9,-0.4,112.450,-25.59,-79.64,2.93,
2025/07/15 12:53:07,51.620,97.825,-7.028,51.140,28.293,0.9,-0.4,112.449,-12.73,48.78,2.93,
2025/07/15 12:53:08,109.138,327.679,92.229,-58.353,28.295,0.9,-0.4,112.443,-57.83,-81.87,2.93,
2025/07/15 12:53:09,86.024,273.782,5.674,-85.836,28.295,0.9,-0.4,112.453,26.56,-78.60,2.93,
2025/07/15 12:54:00,164.013,288.229,51.304,-155.782,28.316,0.9,-0.4,112.689,12.73,-163.12,2.93,
2025/07/15 12:54:01,11.865,341.847,11.274,-3.697,28.316,0.9,-0.4,112.623,-8.18,-7.06,2.93,
2025/07/15 12:54:02,100.637,289.764,34.031,-94.708,28.315,0.9,-0.4,112.590,4.96,-100.42,2.93,
2025/07/15 12:54:03,30.284,113.669,-12.158,27.736,28.316,0.9,-0.4,112.580,0.58,30.27,2.93,
2025/07/15 12:54:04,90.040,280.485,16.385,-88.537,28.316,0.9,-0.4,112.566,18.54,-86.59,2.93,
2025/07/15 12:54:05,146.736,211.156,-125.572,-75.916,28.315,0.9,-0.4,112.557,143.83,-21.75,2.93,
2025/07/15 12:54:06,124.578,297.403,57.336,-110.600,28.317,0.9,-0.4,112.549,-10.51,-123.78,2.93,
2025/07/15 12:54:07,62.417,137.024,-45.667,42.549,28.318,0.9,-0.4,112.543,24.47,53.75,2.93,
2025/07/15 12:54:08,114.331,0.248,114.330,0.496,28.319,0.9,-0.4,112.537,-100.82,-41.33,2.93,
2025/07/15 12:54:09,155.311,341.259,147.077,-49.899,28.318,0.9,-0.4,112.530,-106.28,-93.28,2.93,
2025/07/15 12:55:00,100.823,173.530,-100.181,11.360,28.324,0.9,-0.4,112.381,82.42,45.41,2.93,
2025/07/15 12:55:01,108.911,260.777,-17.456,-107.503,28.325,0.9,-0.4,112.366,52.84,-85.93,2.93,
2025/07/15 12:55:02,140.210,265.707,-10.496,-139.816,28.324,0.9,-0.4,112.357,59.09,-117.75,2.93,
2025/07/15 12:55:03,80.731,302.693,43.606,-67.941,28.323,0.9,-0.4,112.345,-14.32,-78.44,2.93,
2025/07/15 12:55:04,133.745,36.429,107.611,79.421,28.324,0.9,-0.4,112.368,-126.92,31.79,2.93,
2025/07/15 12:55:05,36.750,222.541,-27.077,-24.847,28.326,0.9,-0.4,112.527,33.16,-12.08,2.93,
2025/07/15 12:55:06,142.041,267.465,-6.283,-141.902,28.328,0.9,-0.4,112.006,55.81,-122.23,2.93,
2025/07/15 12:55:07,47.487,33.713,39.501,26.357,28.328,0.9,-0.4,112.185,-45.83,9.35,2.93,
2025/07/15 12:55:08,54.581,278.274,7.854,-54.013,28.331,0.9,-0.4,112.346,12.98,-51.79,2.93,
2025/07/15 12:55:09,72.230,210.964,-61.937,-37.162,28.331,0.9,-0.4,112.314,70.78,-10.77,2.93,
2025/07/15 12:56:00,121.636,36.235,98.111,71.899,28.279,0.9,-0.4,112.442,-115.65,28.39,2.93,
2025/07/15 12:56:01,54.300,152.411,-48.126,25.148,28.281,0.9,-0.4,112.434,31.80,37.93,2.93,
2025/07/15 12:56:02,9.076,334.040,8.160,-3.973,28.283,0.9,-0.4,112.388,-5.49,-6.17,2.93,
2025/07/15 12:56:03,31.222,166.916,-30.412,7.068,28.283,0.9,-0.4,112.349,23.35,16.62,2.93,
2025/07/15 12:56:04,105.138,310.913,68.856,-79.453,28.286,0.9,-0.4,112.380,-32.25,-96.19,2.93,
2025/07/15 12:56:05,5.409,238.218,-2.849,-4.598,28.289,0.9,-0.4,112.360,4.02,-2.91,2.93,
2025/07/15 12:56:06,160.979,273.410,9.575,-160.694,28.292,0.9,-0.4,112.387,50.44,-146.68,2.93,
2025/07/15 12:56:07,178.069,279.246,28.611,-175.756,28.296,0.9,-0.4,112.411,39.77,-170.04,2.93,
2025/07/15 12:56:08,101.452,277.520,13.277,-100.580,28.300,0.9,-0.4,112.399,25.43,-95.69,2.93,
2025/07/15 12:56:09,19.424,112.101,-7.308,17.996,28.306,0.9,-0.4,112.403,-0.10,19.42,2.93,
2025/07/15 12:57:00,38.552,307.659,23.554,-30.520,28.343,0.9,0.0,89.217,-21.89,-27.58,2.93,
2025/07/15 12:57:01,76.234,25.628,68.734,32.974,28.344,0.8,0.5,53.614,-33.47,62.99,2.93,
2025/07/15 12:57:02,117.822,314.759,82.961,-83.662,28.344,0.7,0.6,43.327,-117.76,2.94,2.93,
2025/07/15 12:57:03,165.853,241.768,-78.457,-146.122,28.343,0.9,0.5,57.253,-13.02,-164.93,2.93,
2025/07/15 12:57:04,73.124,20.392,68.541,25.479,28.343,0.9,0.5,56.702,-39.69,54.01,2.93,
2025/07/15 12:57:05,121.704,230.797,-76.926,-94.310,28.342,0.9,0.5,56.711,12.49,-120.55,2.93,
2025/07/15 12:57:06,12.579,64.485,5.418,11.352,28.341,0.9,0.5,56.692,1.69,12.37,2.93,
2025/07/15 12:57:07,156.770,267.130,-7.848,-156.573,28.341,0.9,0.5,56.765,-73.64,-125.70,2.93,
2025/07/15 12:57:08,143.446,222.442,-105.857,-96.804,28.344,0.9,0.5,56.689,34.52,-135.94,2.93,
2025/07/15 12:57:09,60.639,37.650,48.011,37.041,28.346,0.9,0.5,56.684,-19.05,55.22,2.93,
2025/07/15 12:58:00,101.951,8.791,100.753,15.581,28.369,0.9,0.5,56.782,-68.93,62.09,2.93,
2025/07/15 12:58:01,75.808,187.366,-75.183,-9.719,28.371,0.9,0.5,56.767,52.44,-44.94,2.93,
2025/07/15 12:58:02,84.698,264.973,-7.422,-84.372,28.371,0.9,0.5,56.751,-37.45,-69.78,2.93,
2025/07/15 12:58:03,119.381,328.822,102.138,-61.803,28.371,0.9,0.5,56.744,-119.24,4.33,2.93,
2025/07/15 12:58:04,113.240,267.130,-5.671,-113.098,28.372,0.9,0.5,56.754,-53.21,-90.78,2.93,
2025/07/15 12:58:05,29.018,252.309,-8.818,-27.646,28.372,0.9,0.5,56.754,-7.58,-27.23,2.93,
2025/07/15 12:58:06,64.183,195.233,-61.928,-16.864,28.372,0.9,0.5,56.754,38.73,-43.74,2.93,
2025/07/15 12:58:07,88.403,213.570,-73.658,-48.883,28.373,0.9,0.5,56.752,33.07,-77.22,2.93,
2025/07/15 12:58:08,105.899,139.052,-79.986,69.404,28.373,0.9,0.5,56.752,104.21,14.09,2.93,
2025/07/15 12:58:09,75.465,29.009,65.998,36.596,28.373,0.9,0.5,56.743,-32.89,62.55,2.93,
2025/07/15 12:59:00,192.998,259.643,-34.696,-189.854,28.380,0.9,0.5,56.798,-71.28,-169.19,2.93,
2025/07/15 12:59:01,131.158,250.161,-44.513,-123.374,28.382,0.9,0.5,56.769,-29.77,-125.05,2.93,
2025/07/15 12:59:02,111.265,193.493,-108.194,-25.962,28.383,0.9,0.5,56.762,69.35,-73.68,2.93,
2025/07/15 12:59:03,96.498,312.847,65.623,-70.749,28.386,0.9,0.5,56.748,-91.68,-22.69,2.93,
2025/07/15 12:59:04,130.868,314.178,91.201,-93.856,28.386,0.9,0.5,56.743,-125.47,-27.97,2.93,
2025/07/15 12:59:05,27.730,286.858,8.042,-26.538,28.384,0.9,0.5,56.742,-19.40,-16.21,2.93,
2025/07/15 12:59:06,128.825,237.205,-69.776,-108.293,28.384,0.9,0.5,56.736,-1.06,-128.82,2.93,
2025/07/15 12:59:07,91.461,13.844,88.804,21.884,28.386,0.9,0.5,56.737,-56.62,60.94,2.93,
2025/07/15 12:59:08,52.705,0.468,52.703,0.430,28.384,0.9,0.5,56.730,-40.38,26.97,2.93,
2025/07/15 12:59:09,46.169,47.057,31.453,33.797,28.386,0.9,0.5,56.727,-7.67,45.02,2.93,
2025/07/15 13:00:00,210.301,256.463,-49.225,-204.458,28.408,0.9,0.5,56.804,-68.02,-190.40,2.93,
2025/07/15 13:00:01,67.150,74.589,17.845,64.736,28.410,0.9,0.5,56.771,19.87,61.83,2.93,
2025/07/15 13:00:02,88.308,300.628,44.990,-75.988,28.411,0.9,0.5,56.759,-74.62,-36.60,2.93,
2025/07/15 13:00:03,120.126,127.197,-72.622,95.688,28.411,0.9,0.5,56.753,108.86,38.67,2.93,
2025/07/15 13:00:04,71.405,167.238,-69.640,15.774,28.414,0.9,0.5,56.749,64.13,-23.96,2.93,
2025/07/15 13:00:05,112.389,185.479,-111.876,-10.731,28.413,0.9,0.5,56.741,80.04,-64.21,2.93,
2025/07/15 13:00:06,131.073,290.159,45.171,-123.044,28.413,0.9,0.5,56.737,-96.42,-71.55,2.93,
2025/07/15 13:00:07,66.488,2.807,66.409,3.256,28.414,0.9,0.5,56.727,-49.27,35.90,2.93,
2025/07/15 13:00:08,36.388,197.817,-34.643,-11.134,28.414,0.9,0.5,56.728,20.86,-25.84,2.93,
2025/07/15 13:00:09,71.996,343.934,69.185,-19.924,28.413,0.9,0.5,56.725,-66.64,20.64,2.93,
2025/07/15 13:01:00,159.419,196.778,-152.633,-46.018,28.422,0.9,0.5,56.779,93.42,-111.32,2.93,
2025/07/15 13:01:01,103.007,233.686,-61.002,-83.001,28.422,0.9,0.5,56.753,5.51,-102.74,2.93,
2025/07/15 13:01:02,49.186,49.897,31.684,37.622,28.424,0.9,0.5,56.753,-5.84,48.56,2.93,
2025/07/15 13:01:03,61.345,29.103,53.600,29.837,28.424,0.9,0.5,56.742,-26.66,50.91,2.93,
2025/07/15 13:01:04,140.682,203.819,-128.700,-56.813,28.424,0.9,0.5,56.739,70.58,-109.02,2.93,
2025/07/15 13:01:05,47.414,177.361,-47.364,2.183,28.425,0.9,0.5,56.734,37.89,-22.43,2.93,
2025/07/15 13:01:06,12.722,113.730,-5.120,11.647,28.426,0.9,0.5,56.726,9.85,6.39,2.93,
2025/07/15 13:01:07,73.077,262.948,-8.972,-72.524,28.425,0.9,0.5,56.728,-30.38,-61.68,2.93,
2025/07/15 13:01:08,115.025,350.229,113.356,-19.522,28.426,0.9,0.5,56.725,-100.13,43.54,2.93,
2025/07/15 13:01:09,127.087,256.158,-30.406,-123.396,28.426,0.9,0.5,56.727,-40.68,-115.31,2.93,
2025/07/15 13:02:00,73.431,247.079,-28.599,-67.633,28.431,0.9,0.5,56.795,-12.95,-71.37,2.93,
2025/07/15 13:02:01,154.696,283.016,34.841,-150.721,28.431,0.9,0.5,56.774,-101.59,-97.28,2.93,
2025/07/15 13:02:02,98.789,228.653,-65.262,-74.163,28.431,0.9,0.5,56.728,13.77,-97.06,2.93,
2025/07/15 13:02:03,114.329,1.101,114.308,2.198,28.430,0.9,0.5,56.711,-86.80,59.41,2.93,
2025/07/15 13:02:04,44.758,23.472,41.054,17.827,28.429,0.9,0.5,56.701,-22.63,34.54,2.93,
2025/07/15 13:02:05,117.050,319.516,89.027,-75.992,28.429,0.9,0.5,56.683,-115.43,-14.51,2.93,
2025/07/15 13:02:06,154.177,216.315,-124.233,-91.306,28.429,0.9,0.5,56.681,51.47,-138.64,2.93,
2025/07/15 13:02:07,121.710,2.333,121.610,4.956,28.429,0.9,0.5,56.658,-90.72,65.13,2.93,
2025/07/15 13:02:08,121.482,254.492,-32.480,-117.059,28.428,0.9,0.5,56.657,-35.98,-111.84,2.93,
2025/07/15 13:02:09,73.192,7.824,72.511,9.964,28.428,0.9,0.5,56.564,-50.10,43.95,2.93,
2025/07/15 13:03:00,63.168,227.033,-43.054,-46.223,28.455,0.9,0.4,64.207,18.08,-58.49,2.93,
2025/07/15 13:03:01,26.333,149.796,-22.758,13.248,28.453,0.9,0.4,64.167,26.20,2.00,2.93,
2025/07/15 13:03:02,168.873,74.329,45.616,162.596,28.452,0.9,0.4,64.154,29.48,164.23,2.93,
2025/07/15 13:03:03,164.368,243.719,-72.777,-147.378,28.452,0.9,0.4,64.137,1.20,-164.36,2.93,
2025/07/15 13:03:04,73.968,216.904,-59.148,-44.416,28.452,0.9,0.4,64.139,31.75,-61.68,2.93,
2025/07/15 13:03:05,140.394,234.786,-80.956,-114.702,28.452,0.9,0.4,64.131,22.57,-137.12,2.93,
2025/07/15 13:03:06,32.662,256.824,-7.445,-31.802,28.454,0.9,0.4,64.129,-7.05,-31.29,2.93,
2025/07/15 13:03:07,101.032,220.963,-76.293,-66.233,28.454,0.9,0.4,64.121,37.76,-88.27,2.93,
2025/07/15 13:03:08,54.603,13.266,53.146,12.530,28.456,0.9,0.4,64.120,-38.64,31.46,2.93,
